Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
103059,Anette,sånne ting irriterer meg ikke liksom _uforståelig_ # det går greit men _uforståelig_ jeg,jeg,skal,ikke si til deg hva som irriterer meg for da kommer du sikkert til å gjøre det men # ta med klær ut og gjemme ting og sånn det # det drit- det bryr jeg meg ikke noe om,skal,si,,negative,affirmative,complex,main,no,1st,Animate,de er helt sprengt faen meg hatt nakkeskudd alle sammen * allerede ? hva gjør jeg nå da da ? den setter vi bare litt lenger fram for vi skal bare ha n her inne på grunn av # kilometertelleren vi skal si fra når vi nærmer oss tusen uansett ja * ja null åtte # veit du hva sykler til ti # på # på # god damn told you ja hva er som skjer med vi sk- vi skal ha begge to stående # vi bare har den stående på grunn av kilometertelleren # så bare sier vi fra når vi nærmer oss tusen til sammen * ja ja har du leita # overalt nå ? jeg gidder ikke du gjør ikke det ? # har du leita ... har undertøy og sokker som må til vask så jeg tørker det i_morgen ja ### sånne ting irriterer meg ikke liksom # det går greit men jeg skal ikke si til deg hva som irriterer meg for da kommer du sikkert til å gjøre det men # ta med klær ut og gjemme ting og sånn det # det drit- det bryr jeg meg ikke noe om
103070,Anette,sånne ting irriterer meg ikke liksom _uforståelig_ # det går greit men _uforståelig_ jeg skal ikke si til deg hva som irriterer meg for da,da,kommer du sikkert til å,gjøre det men # ta med klær ut og gjemme ting og sånn det # det drit- det bryr jeg meg ikke noe om,kommer,gjøre,fut,affirmative,affirmative,complex,sub,no,2nd,Animate,de er helt sprengt faen meg hatt nakkeskudd alle sammen * allerede ? hva gjør jeg nå da da ? den setter vi bare litt lenger fram for vi skal bare ha n her inne på grunn av # kilometertelleren vi skal si fra når vi nærmer oss tusen uansett ja * ja null åtte # veit du hva sykler til ti # på # på # god damn told you ja hva er som skjer med vi sk- vi skal ha begge to stående # vi bare har den stående på grunn av kilometertelleren # så bare sier vi fra når vi nærmer oss tusen til sammen * ja ja har du leita # overalt nå ? jeg gidder ikke du gjør ikke det ? # har du leita ... har undertøy og sokker som må til vask så jeg tørker det i_morgen ja ### sånne ting irriterer meg ikke liksom # det går greit men jeg skal ikke si til deg hva som irriterer meg for da kommer du sikkert til å gjøre det men # ta med klær ut og gjemme ting og sånn det # det drit- det bryr jeg meg ikke noe om
103904,Per_Morten,hvis du,du,skal,gjøre det så må du sjekke de og de reglene skal du gjøre det så må du sjekke de og de reglene,skal,gjøre,,affirmative,affirmative,complex,sub,if,2nd,Animate,halvnumment ja du stenger til blodtilførselen vet du ja # så det er e en sånn # snål følelse som å ta på an svamp ja når jeg var på Kuba jeg var der bare i tre uker da men e sånn på slutten da # da begynte jeg å føle at # nå nå begynte jeg å finne liksom litt den rytmen som var der_borte ja ta ting rolig og ikke stresse med noen ting det da skulle jeg jo hjem # etter en måneds tid så kommer vel kanskje den # ordentlig etter # tre fire i Afrika så sta- # slappa av skikkelig # glemte klokka og alt # dreit i det da # klokka var ikke viktig i hele tatt Afrika ja hadde du lå du med noe negerdame da ? nei ikke ? det hadde jeg ikke gjort * turte du ikke eller ville du ikke ? begge deler du liker ikke negere ? jo jo det er ikke noe gærent med det altså # men e # det er jo voldsomt høy e hivsmitteprosent der så det # hadde brukt ti kondomer så hadde jeg ikke gjort det ti kondomer * jeg har lagt merke til en ting i Norge når det gjelder sånn eller det er jo world wide sikkert # altså vi har så sinnssykt mye regler for så mange ting altså # e hvis du skal gjøre det så må du sjekke de og de reglene skal du gjøre det så må du sjekke de og de reglene
103915,Per_Morten,hvis du skal gjøre det så må du sjekke de og de reglene,reglene,skal,du gjøre det så må du sjekke de og de reglene,skal,gjøre,,affirmative,affirmative,complex,sub,if,2nd,Animate,halvnumment ja du stenger til blodtilførselen vet du ja # så det er e en sånn # snål følelse som å ta på an svamp ja når jeg var på Kuba jeg var der bare i tre uker da men e sånn på slutten da # da begynte jeg å føle at # nå nå begynte jeg å finne liksom litt den rytmen som var der_borte ja ta ting rolig og ikke stresse med noen ting det da skulle jeg jo hjem # etter en måneds tid så kommer vel kanskje den # ordentlig etter # tre fire i Afrika så sta- # slappa av skikkelig # glemte klokka og alt # dreit i det da # klokka var ikke viktig i hele tatt Afrika ja hadde du lå du med noe negerdame da ? nei ikke ? det hadde jeg ikke gjort * turte du ikke eller ville du ikke ? begge deler du liker ikke negere ? jo jo det er ikke noe gærent med det altså # men e # det er jo voldsomt høy e hivsmitteprosent der så det # hadde brukt ti kondomer så hadde jeg ikke gjort det ti kondomer * jeg har lagt merke til en ting i Norge når det gjelder sånn eller det er jo world wide sikkert # altså vi har så sinnssykt mye regler for så mange ting altså # e hvis du skal gjøre det så må du sjekke de og de reglene skal du gjøre det så må du sjekke de og de reglene
104014,Per_Morten,mens alt mulig annet du,du,skal,gjøre # så er det så sinnssykt mye regler # men du kan knulle i_vei og få ti unger altså det gjør ingen ting,skal,gjøre,,affirmative,affirmative,simple,main,no,2nd,Animate,ikke ? det hadde jeg ikke gjort * turte du ikke eller ville du ikke ? begge deler du liker ikke negere ? jo jo det er ikke noe gærent med det altså # men e # det er jo voldsomt høy e hivsmitteprosent der så det # hadde brukt ti kondomer så hadde jeg ikke gjort det ti kondomer * jeg har lagt merke til en ting i Norge når det gjelder sånn eller det er jo world wide sikkert # altså vi har så sinnssykt mye regler for så mange ting altså # e hvis du skal gjøre det så må du sjekke de og de reglene skal du gjøre det så må du sjekke de og de reglene mm sånn er det jo med nesten alt # det er bare én ting det ikke finnes noe regler for # og det er å lage barn mm * du kan være stokk stein dum # eller helt på viddene # du kan være # du kan være # psykopat du kan være # b- barnemishandler du kan være e sexovergriper alt mulig * du får du får ikke noe ja men ingen kan nekte deg å få barn nei mens alt mulig annet du skal gjøre # så er det så sinnssykt mye regler # men du kan knulle i_vei og få ti unger altså det gjør ingen ting
153318,Anette,du,,skal,du kjenne på musklene mine _latter_,skal,kjenne,,affirmative,interrogative,simple,main,no,2nd,Animate,
104258,Roy,* _uforståelig_ # jeg,jeg,skal,_uforståelig_ skal vedde,skal,vedde,fut,affirmative,affirmative,simple,main,no,1st,Animate,
104260,Roy,* _uforståelig_ # jeg skal _uforståelig_,,skal,vedde,skal,vedde,,affirmative,affirmative,simple,main,no,1st,Animate,
104276,Per_Morten,* det,det,skal,jeg vedde,skal,vedde,,affirmative,affirmative,simple,main,no,1st,Animate,
104477,Anette,og vi,vi,skal,sykle # tusen og tjue kilometer minst,skal,sykle,,affirmative,affirmative,simple,main,no,1st,Animate,tusen kroner på òg ja og så nå har det på film # du behøver ikke vedde imot inn- innen du er fem og tredve jeg vedder imot * du vedder imot ? # ja men det er sporty we have a little problem # vi må tråkke som et helvete # vi får ikke noe mere tid vi får ikke noe kompensasjon for den tida som er borte nei ? og vi får ikke noe ekstra # det er en del av gamet # sa n det syns jeg var skikkelig dårlig gjort * det var det vi fikk og da må vi bare begynne å tråkke som et helvete og vi må ha et snitt på fem og tjue kilometer i timen i_stedet_for tjue at ? vi må ha et snitt på fem og tjue kilometer i timen i_stedet_for tjue * i_stedet_for tjue vi har jo hatt e ja men altså vi må l- # høyne snittet vårt altså vi vi må ha det snittet som vi har # hele tida # døgnet rundt vi har # tre og tjue og en halv time nå ja og vi skal sykle # tusen og tjue kilometer minst
104748,Ramsy,ja der,der,skal,kilometeravstand òg vise,skal,vise,,affirmative,affirmative,simple,main,no,3rd,Inanimate,men da gidder ikke jeg at folk ligger på sofaen og røyker og sitter og da blir jeg forbanna * nei nei da får liksom ... hvis dere tar e # eller de som ikke har lyst å sykle # tar # husarbeid for å si det sånn da # lager middag og vasker opp og sånne ting * ja ja ja ja så får vi bare tråkke så mye vi orker mm slappe av så mye vi kan men da er det ikke noe å vente på da tar jeg og Ramsy første timen nå mm yes ja eller de første to timene ok # intervall kvarter kvarter jeg veit ikke om det er noe u- om du klarer å sykle på et kvarter altså * nei vi vi får se vi- vi- kjenn på beina jeg må bare innrømme at jeg syns det her løste seg veldig til min fordel m kan ikke nekte for det nei bare stoppe og sykle så får programmert den inn vi kvarter ja der skal kilometeravstand òg vise
175806,Anette,dere,,skal,ikke danse allikevel dere andre eller ? # hallo # dere skal ikke danse ? # den er vår,skal,danse,fut,negative,interrogative,simple,main,no,2nd,Animate,
104901,Anette,jeg har ikke det ## nå,nå,skal,vi trene sånn som vi gjør allikevel så jeg driter i det jeg gidder ikke å bry meg om det # du får bare beholde dem til onsdagen,skal,trene,,affirmative,affirmative,complex,main,no,1st,Animate,ja # bare vent til han har sykla seks minutter til så tar vi og ordner det * si fra da så skal jeg ordne det # tror jeg # håper * går det bra ? Sunda # Sunda * du er jo skikkelig tent i dag du det er bra move to the right # the boys are feeling hot # tonight # yeah * tonight det er bra yeah sterk og # helt ja # det ser så ligger n på sju og tredve og # åtte og tredve # det går lettere og lettere når blir ordentlig varm altså # jeg tok noe knebøy og sånt før jeg begynte ja men ferdig nå ? # nei har du fått tilbake trusene dine ? * nei jeg har ikke det ## nå skal vi trene sånn som vi gjør allikevel så jeg driter i det jeg gidder ikke å bry meg om det # du får bare beholde dem til onsdagen
105011,Anette,for jeg,jeg,vil,ha hele # for meg sjøl,vil,ha,,affirmative,affirmative,complex,sub,no,1st,Animate,* nei jeg har ikke det ## nå skal vi trene sånn som vi gjør allikevel så jeg driter i det jeg gidder ikke å bry meg om det # du får bare beholde dem til onsdagen * takk men # det kommer dager etter onsdag klokka tolv min venn * ja you wait and see det er greit det kommer sikkert dager ja får da endelig håpe det # hm # ## kommer dager for deg òg ja # jeg veit det * herregud dere to altså det # * kan jeg få et trekk ? nei hvorfor ikke ? nei for å få et trekk for jeg vil ha hele # for meg sjøl
105490,Anette,se han blir irritert jeg blir ikke irritert nå har du blitt irritert tre ganger altså # og du,du,skal,irritere meg du har ikke klart det én gang _latter_ det er dårlig Lars,skal,irritere seg,,affirmative,affirmative,simple,main,no,2nd,Animate,"men hvis spør deg om å strippe da # nei det forresten det var det du ikke kunne gjøre uten bh og sånn det # ja ja # go Lars go Lars det er derfor du har begynt å gå med litt sånn ordentlig bukse nå òg eller ? # kunne vise litt mer former enn disse derre # taffelbuksene dine # for det at Rodney har spurt om du kan gjøre det ? nei for du vet at Rodney lik- du vil liksom # "" Rodney her er jeg "" * joggebuksene er på vask joggebuksa mi er på vask den er * "" Rodney her er jeg "" er det derfor ? hæ ? nei jo nei du ser litt opp til n # du ser ... jo * jeg gjør ikke det nei jo # det er derfor du går med alt # klærne hans ## * ... se på n # så smiler n sånn han ser ut som en liten sånn # # er ikke noe se han blir irritert jeg blir ikke irritert nå har du blitt irritert tre ganger altså # og du skal irritere meg du har ikke klart det én gang det er dårlig Lars"
106047,Per_Morten,men det det jeg kan ikke love deg at dem,dem,kommer til å,gjøre det men,kommer,gjøre,fut,affirmative,affirmative,complex,sub,no,3rd,Animate,"ok # ja men da er det greit og de e ligger ikke # de ligger ikke på rommet mitt engang # de backuptingene mine nei # ok ## det er greit # toalettmappa di er borte ja den lå jo nedi kofferten den òg mm den store ja # jeg har vært i den store også # henta undertøyet ditt # pluss toalettmappa # og den lille og henta alt snopet pluss boka # den ligger leselig "" Gutt- # Gutter er gutter "" * åssen bok ? ja den har jeg ikke begynt på engang så nei kan du ... * så du er ikke interessert i noen deal altså ? jeg har fått tilbake toalettmappa mi nei jeg kan godt høre dealen men jeg er ikke interessert at du får tilbake det jeg får tilbake undertøyet mitt og du får tilbake alt som jeg har gjemt fra deg nei ok # nei greit de to som ikke sykler bør nesten stå litt på pinne for oss nå i to dager altså * ja det kan jeg love deg men det det jeg kan ikke love deg at dem kommer til å gjøre det men"
106152,Rodney,og og hvis du,du,skal,skryte av noe # så må du i_hvert_fall være mann til å stå for det # og liksom e # skrøt av at e var så jævlig flink til å sykle og det det hadde faen meg gjort før liksom og,skal,skryte,,affirmative,affirmative,complex,sub,if,2nd,Animate,* så du er ikke interessert i noen deal altså ? jeg har fått tilbake toalettmappa mi nei jeg kan godt høre dealen men jeg er ikke interessert at du får tilbake det jeg får tilbake undertøyet mitt og du får tilbake alt som jeg har gjemt fra deg nei ok # nei greit de to som ikke sykler bør nesten stå litt på pinne for oss nå i to dager altså * ja det kan jeg love deg men det det jeg kan ikke love deg at dem kommer til å gjøre det men ja men men det var det som var så morsomt det var akkurat det du sa i dag tidlig og det første som skjedde var at Monika gikk og la seg ja hun s- # a- a- andre utpå her sånn for å ## for å røyke med dyna si og men ikke sant # det er jeg visst- det jeg jeg visste det greiene fra # fra begynnelsen av # det er ikke snakk om # # hadde ydmyk # ydmyk # det er en det er en sak jeg liker mm og og hvis du skal skryte av noe # så må du i_hvert_fall være mann til å stå for det # og liksom e # skrøt av at e var så jævlig flink til å sykle og det det hadde faen meg gjort før liksom og
106406,Roy,og da hva,hva,skal,vi legge opp skjemaet til ? # hva trenger vi ? vi trenger ikke stort mer enn tjue kilometer i timen _uforståelig_,skal,legge,,affirmative,interrogative,simple,main,no,1st,Animate,"men ikke sant # det er jeg visst- det jeg jeg visste det greiene fra # fra begynnelsen av # det er ikke snakk om # # hadde ydmyk # ydmyk # det er en det er en sak jeg liker mm og og hvis du skal skryte av noe # så må du i_hvert_fall være mann til å stå for det # og liksom e # skrøt av at e var så jævlig flink til å sykle og det det hadde faen meg gjort før liksom og * og så # "" kan jeg få lov til å sykle fem mil eller går det greit selv om det går utover tida til andre "" # "" ja jøsses mann da "" sa jeg "" bare til å sykle "" ja så da kjører a én økt på atten og så den andre på et eller annet sånn at hun får femti og så bare kollapsa hele dama # legg- kramper og faen det er jo ikke til å tru * altså og så sitter a og sier at å sy- sykle hadde a jo gjort i mange herrens år # ja det har jo ... * f * # og så når vi- viste a fram leggen sin "" denne her kommer ikke "" ... ja # da er det meg så- sånne muskler får du ikke av å sitte og ... nei da jeg husker ikke hva jeg sa for noe en gang det var et eller annet sånn derre # viser fram leggmuskelen sine og så var det bare "" sånne muskler får du ikke av å bare sitte i sofaen altså "" piss og-_og_så # trakk jeg a i et kvarter i eller i sånn # mosjonisttempo og så "" ta deg sammen "" # det ble litt rart og da hva skal vi legge opp skjemaet til ? # hva trenger vi ? vi trenger ikke stort mer enn tjue kilometer i timen"
